1644346747.000000, 1644346747.000000, 1644346747.000000
32.000000, 32.000000, 32.000000
-61,-21,6
-62,-21,6
-62,-21,4
-62,-20,5
-62,-20,4
-63,-20,3
-63,-19,3
-63,-19,2
-62,-20,2
-62,-20,2
-63,-20,2
-63,-20,1
-62,-20,2
-63,-20,1
-63,-20,1
-63,-20,0
-62,-20,0
-62,-20,0
-63,-20,0
-63,-20,0
-62,-20,1
-62,-20,1
-63,-20,-1
-62,-21,-2
-63,-20,-2
-62,-21,0
-62,-21,0
-63,-20,-3
-62,-20,-1
-62,-20,-1
-62,-19,-4
-62,-19,-2
-63,-21,1
-62,-21,0
-63,-21,-1
-62,-21,0
-62,-21,-1
-63,-21,-1
-62,-21,-1
-62,-21,0
-62,-21,-1
-62,-21,-1
-62,-21,-1
-62,-21,-1
-62,-21,-1
-62,-21,-2
-62,-20,-2
-63,-20,-2
-63,-20,-1
-62,-20,-1
-62,-21,-1
-62,-21,-1
-62,-21,-2
-62,-21,-2
-62,-21,-1
-62,-21,-2
-63,-21,-2
-62,-21,-1
-62,-21,-3
-61,-22,-1
-62,-22,-3
-62,-21,-2
-62,-20,-3
-62,-22,0
-63,-21,-1
-62,-22,-2
-62,-22,0
-62,-22,0
-62,-20,-6
-62,-22,0
-62,-22,0
-62,-21,-3
-62,-22,-2
-62,-22,-2
-62,-22,0
-62,-22,-2
-62,-21,-3
-63,-21,-3
-62,-21,-2
-61,-21,-3
-62,-21,-3
-62,-21,-2
-66,-21,-7
-63,-22,-2
-65,-22,-1
-63,-17,-2
-55,-21,0
-58,-22,3
-57,-21,0
-59,-20,-2
-63,-20,-3
-67,-20,1
-70,-21,0
-62,-19,4
-63,-18,0
-64,-19,-2
-64,-21,-2
-66,-21,-4
-65,-19,-3
-62,-18,0
-58,-19,1
-61,-21,3
-61,-22,5
-59,-21,6
-70,-21,0
-62,-20,3
-61,-19,1
-64,-19,-4
-62,-20,0
-62,-20,2
-63,-19,-2
-64,-20,-2
-62,-20,1
-64,-20,2
-63,-18,0
-59,-20,2
-62,-20,2
-65,-21,2
-62,-21,3
-62,-19,1
-63,-20,1
-62,-20,0
-63,-21,1
-63,-20,0
-63,-20,0
-62,-20,1
-64,-20,1
-62,-20,-1
-62,-20,-1
-62,-21,2
-63,-19,-1
-63,-19,-2
-63,-20,0
-63,-19,2
-62,-19,-1
-65,-21,-4
-64,-21,-2
-63,-20,-1
-63,-20,0
-62,-19,1
-64,-20,0
-62,-20,0
-62,-20,0
-63,-20,1
-63,-20,-2
-67,-20,-3
-65,-17,-3
-61,-17,-4
-61,-20,3
-57,-19,3
-60,-23,2
-58,-23,5
-67,-20,-1
-65,-20,-1
-63,-18,-2
-63,-18,-2
-62,-18,-3
-64,-19,-1
-63,-20,0
-63,-20,-1
-62,-20,-1
-63,-19,-1
-62,-19,-1
-63,-19,-1
-63,-19,-1
-63,-19,-1
-63,-20,-2
-63,-19,-1
-62,-20,-1
-64,-20,-1
-63,-20,0
-63,-20,-2
-63,-19,-4
-62,-19,-1
-62,-19,5
-65,-19,0
-60,-17,-4
-63,-20,-2
-67,-20,-1
-59,-19,3
-64,-20,-6
-62,-20,-3
-63,-20,-4
-69,-20,-6
-61,-19,3
-66,-17,-5
-64,-17,-6
-61,-23,-3
-56,-23,5
-59,-22,5
-69,-23,-2
-60,-19,4
-60,-19,3
-62,-18,0
-63,-19,-2
-64,-19,-2
-63,-19,-2
-61,-19,-1
-63,-19,0
-63,-20,0
-63,-19,0
-63,-20,0
-63,-19,0
-63,-19,-1
-63,-20,0
-63,-20,0
-62,-19,0
-62,-20,1
-63,-20,1
-62,-19,1
-62,-19,1
-62,-20,2
-63,-20,1
-62,-19,2
-61,-19,2
-64,-19,-1
-63,-19,-2
-62,-19,0
-63,-20,-1
-62,-19,1
-65,-21,3
-62,-19,3
-62,-19,1
-63,-19,1
-62,-20,2
-62,-19,1
-63,-19,2
-63,-19,2
-62,-20,3
-63,-19,0
-62,-20,2
-62,-20,2
-62,-19,1
-63,-19,1
-63,-20,0
-62,-19,1
-63,-20,1
-63,-20,1
-62,-19,1
-63,-19,0
-63,-19,0
-62,-19,0
-63,-19,-1
-65,-16,-1
-66,-16,-1
-69,-16,0
-64,-22,8
-59,-19,7
-62,-15,4
-62,-13,5
-58,-15,6
-55,-16,4
-60,-21,2
-66,-21,-2
-66,-19,2
-61,-18,0
-66,-19,-2
-64,-15,4
-65,-21,-1
-66,-17,-8
-69,-12,-7
-64,-17,-4
-60,-21,4
-56,-21,5
-52,-22,6
-51,-24,11
-55,-23,2
-57,-22,0
-75,-17,-4
-72,-19,0
-69,-18,3
-68,-16,6
-64,-16,7
-64,-16,5
-62,-17,3
-62,-17,2
-64,-19,1
-62,-19,1
-63,-19,0
-63,-21,4
-62,-20,3
-63,-21,2
-62,-21,1
-62,-21,1
-63,-21,1
-62,-19,0
-63,-20,0
-63,-19,-1
-63,-18,-2
-63,-18,-1
-64,-18,0
-64,-19,2
-62,-18,1
-63,-19,1
-63,-19,1
-63,-18,-1
-62,-19,2
-63,-19,1
-63,-18,-1
-63,-19,-1
-63,-19,2
-64,-19,0
-62,-19,0
-64,-19,0
-62,-19,0
-63,-19,1
-63,-19,-1
-63,-18,-2
-63,-19,-1
-63,-19,-1
-63,-19,-1
-63,-19,-1
-63,-19,-1
-62,-19,-1
-63,-19,-2
-63,-19,-1
-63,-19,-1
-63,-19,0
-63,-19,2
-62,-19,1
-63,-19,-1
-62,-19,2
-63,-19,1
-63,-19,0
-63,-19,0
-63,-19,1
-63,-19,1
-63,-19,1
-63,-19,1
-63,-20,1
-62,-19,0
-63,-19,0
-63,-19,0
-63,-19,0
-64,-19,-1
-63,-19,1
-63,-19,0
-62,-19,-1
-63,-19,1
-62,-19,4
-62,-19,0
-63,-19,-1
-63,-19,2
-62,-19,0
-62,-19,1
-64,-19,0
-62,-19,0
-62,-19,1
-63,-19,1
-63,-18,-4
-62,-18,-4
-64,-19,-6
-63,-19,3
-61,-18,6
-63,-19,0
-64,-19,-2
-62,-20,2
-63,-19,2
-64,-19,1
-62,-18,1
-64,-18,3
-62,-16,1
-63,-19,3
-65,-17,-3
-67,-19,1
-63,-18,2
-66,-17,0
-61,-18,3
-65,-18,2
-67,-17,-2
-61,-17,1
-65,-18,5
-63,-18,5
-63,-17,-4
-63,-15,-5
-62,-16,0
-67,-15,5
-65,-15,1
-63,-16,2
-61,-17,0
-59,-18,2
-67,-18,-3
-61,-16,4
-62,-17,5
-65,-18,3
-65,-17,0
-62,-16,0
-64,-17,0
-65,-17,1
-63,-16,2
-64,-16,4
-61,-17,3
-64,-17,0
-65,-18,-1
-63,-17,0
-65,-18,2
-65,-17,4
-62,-16,4
-66,-20,5
-67,-18,4
-63,-17,4
-63,-18,6
-66,-17,5
-64,-17,4
-61,-17,6
-65,-17,4
-63,-17,2
-61,-17,4
-64,-18,3
-63,-17,4
-63,-18,4
-61,-18,3
-64,-18,4
-63,-18,4
-62,-17,4
-64,-18,4
-63,-18,4
-63,-18,3
-63,-18,3
-62,-18,4
-63,-18,3
-63,-18,4
-64,-18,4
-63,-18,4
-63,-18,4
-63,-18,4
-63,-18,3
-63,-18,3
-63,-18,4
-63,-18,4
-63,-18,4
-63,-19,4
-63,-18,4
-63,-18,3
-63,-18,3
-63,-18,4
-63,-18,4
-63,-18,4
-63,-18,3
-63,-18,4
-63,-18,4
-63,-18,4
-63,-19,3
-63,-19,4
-63,-19,4
-63,-19,5
-63,-18,4
-62,-19,5
-63,-19,5
-63,-19,5
-63,-19,5
-61,-19,7
-62,-19,7
-62,-20,9
-63,-19,7
-63,-19,6
-62,-19,8
-62,-18,7
-64,-19,2
-63,-19,3
-63,-19,5
-62,-20,8
-62,-19,8
-63,-20,5
-60,-19,6
-64,-19,3
-63,-20,5
-63,-18,6
-63,-19,6
-60,-18,5
-64,-19,5
-63,-18,6
-62,-19,7
-62,-19,6
-62,-18,3
-63,-20,5
-62,-19,6
-63,-19,4
-62,-19,5
-63,-19,5
-62,-19,5
-63,-19,4
-63,-19,4
-63,-19,4
-62,-19,4
-63,-19,3
-63,-19,4
-63,-19,4
-63,-19,5
-65,-19,2
-60,-17,0
-61,-18,1
-62,-19,5
-63,-20,6
-62,-20,4
-63,-19,1
-64,-19,0
-61,-19,1
-64,-20,3
-64,-20,3
-61,-19,6
-63,-19,3
-63,-18,2
-63,-19,5
-63,-19,3
-63,-18,3
-63,-19,3
-64,-19,3
-62,-18,3
-63,-19,5
-63,-19,4
-63,-18,3
-63,-18,3
-63,-18,3
-62,-19,4
-63,-19,4
-62,-19,3
-63,-19,5
-63,-19,2
-62,-19,4
-64,-18,3
-63,-18,4
-63,-17,1
-63,-19,2
-63,-19,2
-63,-18,1
-64,-20,5
-62,-17,3
-63,-18,3
-64,-18,2
-62,-18,3
-64,-18,3
-63,-19,3
-63,-18,2
-64,-17,0
-61,-17,3
-61,-18,6
-62,-20,10
-64,-21,8
-63,-19,5
-62,-19,4
-62,-19,4
-62,-19,5
-62,-19,6
-63,-19,4
-63,-19,4
-63,-19,7
-62,-18,7
-63,-18,5
-62,-19,5
-63,-19,5
-63,-19,5
-63,-19,6
-63,-19,5
-63,-19,5
-62,-19,6
-62,-19,6
-63,-19,5
-63,-19,5
-63,-19,6
-63,-18,5
-63,-18,5
-63,-19,11
-64,-17,5
-61,-18,-3
-68,-18,1
-62,-18,7
-65,-16,-1
-65,-18,1
-59,-18,-2
-67,-19,3
-67,-18,4
-60,-18,6
-64,-15,-4
-64,-17,-3
-63,-16,-3
-63,-18,1
-64,-18,1
-63,-17,0
-63,-18,2
-65,-18,2
-63,-18,3
-62,-17,3
-64,-18,4
-64,-18,5
-63,-18,4
-63,-18,5
-63,-18,3
-64,-18,4
-62,-18,4
-64,-17,2
-64,-17,3
-63,-17,4
-62,-17,5
-63,-18,4
-64,-17,3
-62,-17,3
-63,-18,4
-63,-17,3
-62,-17,3
-63,-19,5
-62,-18,3
-63,-18,4
-63,-18,4
-63,-18,2
-62,-18,3
-64,-18,4
-63,-18,5
-62,-18,4
-63,-18,2
-63,-17,1
-64,-18,2
-64,-17,1
-64,-17,3
-63,-18,5
-64,-19,8
-64,-18,6
-62,-17,4
-62,-17,2
-63,-17,2
-63,-18,5
-63,-19,5
-63,-18,3
-63,-18,3
-63,-18,4
-63,-18,4
-63,-18,4
-63,-18,4
-63,-18,3
-63,-18,4
-63,-18,4
-64,-17,4
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-63,-18,5
-62,-19,7
-63,-17,1
-63,-18,2
-62,-20,8
-63,-19,6
-63,-18,1
-63,-18,1
-63,-17,2
-64,-17,2
-63,-18,3
-63,-18,3
-63,-18,1
-63,-18,2
-63,-18,3
-63,-18,4
-63,-17,2
-62,-19,3
-63,-18,2
-62,-18,3
-63,-17,5
-62,-19,7
-63,-19,8
-63,-18,2
-63,-18,0
-65,-19,2
-63,-18,7
-62,-19,3
-65,-19,3
-63,-19,3
-63,-17,0
-65,-19,5
-62,-18,6
-61,-17,7
-63,-19,8
-63,-16,2
-67,-17,3
-61,-15,1
-64,-16,3
-62,-16,3
-65,-18,1
-64,-18,2
-62,-17,5
-64,-17,5
-64,-17,6
-62,-18,7
-63,-17,4
-62,-18,4
-63,-18,5
-63,-18,6
-63,-19,6
-62,-19,4
-63,-19,3
-63,-19,4
-63,-18,4
-63,-18,3
-63,-18,3
-63,-18,3
-63,-18,3
-63,-18,3
-63,-18,2
-63,-18,2
-63,-18,2
-64,-18,2
-64,-18,1
-62,-18,2
-62,-17,1
-64,-19,5
-63,-19,3
-63,-18,2
-63,-20,5
-63,-19,2
-62,-19,4
-63,-19,4
-63,-19,3
-63,-19,3
-63,-19,3
-63,-19,3
-63,-19,3
-63,-18,2
-63,-18,2
-63,-19,6
-63,-19,4
-64,-19,3
-62,-19,5
-62,-19,7
-62,-20,9
-61,-20,10
-64,-20,3
-63,-19,3
-62,-19,6
-63,-18,4
-63,-18,4
-63,-19,9
-64,-19,9
-63,-17,2
-61,-16,-2
-64,-18,-8
-63,-17,2
-61,-18,12
-64,-18,6
-62,-19,-1
-61,-18,1
-64,-18,1
-63,-17,4
-63,-18,3
-63,-18,2
-63,-16,2
-62,-18,0
-63,-17,-1
-64,-19,5
-64,-19,8
-65,-17,3
-62,-16,7
-66,-17,3
-64,-18,7
-61,-16,2
-66,-19,0
-63,-17,10
-58,-16,14
-66,-20,5
-63,-17,-3
-64,-18,0
-66,-18,6
-59,-18,8
-60,-18,6
-64,-19,2
-67,-19,2
-62,-18,4
-63,-15,-2
-61,-17,3
-64,-17,2
-64,-17,4
-64,-16,2
-63,-18,4
-64,-18,4
-62,-17,3
-63,-20,4
-64,-19,4
-63,-19,4
-62,-19,4
-64,-19,4
-62,-18,5
-63,-18,4
-63,-18,4
-62,-18,4
-63,-19,5
-63,-19,4
-62,-19,4
-63,-19,4
-63,-18,4
-63,-18,4
-63,-18,4
-63,-18,5
-63,-18,6
-62,-18,5
-63,-19,5
-63,-19,6
-63,-19,5
-63,-19,5
-63,-19,5
-63,-19,6
-63,-18,6
-63,-18,6
-63,-19,6
-63,-18,5
-62,-18,5
-63,-19,6
-62,-19,7
-63,-19,6
-62,-19,6
-63,-18,5
-62,-18,5
-63,-19,7
-62,-18,5
-62,-19,5
-63,-19,6
-63,-19,6
-62,-18,5
-63,-19,7
-63,-19,5
-62,-19,5
-63,-20,6
-63,-20,6
-62,-19,6
-63,-19,5
-63,-19,5
-62,-19,6
-63,-19,5
-62,-20,5
-63,-19,3
-63,-19,3
-63,-19,4
-63,-19,4
-62,-19,4
-63,-20,4
-63,-20,4
-62,-20,4
-63,-19,4
-62,-20,4
-63,-20,3
-62,-20,3
-63,-20,4
-63,-19,4
-62,-20,4
-62,-20,3
-63,-20,3
-62,-21,6
-62,-20,5
-62,-20,4
-62,-20,5
-62,-20,4
-62,-20,4
-62,-20,4
-62,-20,4
-62,-20,4
-62,-20,4
-62,-20,5
-62,-20,6
-62,-20,4
-62,-20,4
-63,-20,5
-62,-20,6
-62,-19,4
-63,-20,4
-63,-19,3
-62,-19,2
-63,-19,2
-62,-19,5
-62,-19,3
-62,-18,2
-63,-18,3
