4,9,1,10,3
6,3,3,9,9
7,8,10,5,2
2,2,5,4,7
10,10,5,5,8
8,4,4,1,3
6,4,5,6,2
8,4,4,1,3
8,4,4,1,3
10,10,5,5,8
